applicant_id,variant,channel,risk_band,days_since_start,missing_doc_type,delivered,clicked_24h,responded_72h,doc_submitted_72h,app_completed_7d,unsub_7d,complaint_7d,support_contact_7d
102993,A,sms,high,1,bank_statement,1,0,0,0,0,0,0,0
102994,A,sms,medium,2,bank_statement,1,0,0,0,0,0,0,0
102995,original,email,low,4,both,1,0,0,1,1,0,0,0
102996,B,sms,low,2,paystub,1,0,0,0,0,0,0,0
102997,original,sms,medium,5,both,1,0,0,0,0,0,0,0
102998,original,sms,high,3,both,1,0,0,1,0,0,0,0
102999,original,sms,low,2,paystub,1,0,0,1,1,0,0,0
103000,B,sms,low,2,both,1,0,0,0,0,0,0,0
103001,B,sms,high,1,paystub,1,0,0,0,0,0,0,0
103002,B,email,low,3,paystub,1,0,0,1,1,1,0,0
103003,original,sms,high,3,both,1,0,0,0,0,0,0,0
103004,A,sms,low,2,paystub,1,0,0,0,0,0,0,0
103005,A,sms,medium,2,paystub,1,0,0,1,1,0,0,0
103006,B,sms,low,4,paystub,1,0,0,0,0,0,0,0
103007,B,sms,high,2,paystub,1,0,0,0,0,0,0,0
103008,original,sms,medium,3,both,1,0,0,0,0,0,0,0
103009,B,sms,high,3,both,1,0,0,0,1,0,0,0
103010,original,sms,medium,1,bank_statement,1,1,0,0,0,0,0,0
103011,A,sms,low,5,bank_statement,1,0,0,0,0,0,0,0
103012,original,sms,low,3,bank_statement,1,0,0,0,0,0,0,0
103013,original,email,medium,1,paystub,1,0,0,0,0,0,0,0
103014,A,sms,medium,4,paystub,1,0,0,0,0,0,0,0
103015,A,email,high,5,paystub,1,0,0,0,0,0,0,0
103016,A,email,low,4,bank_statement,1,0,0,0,0,0,0,0
103017,B,sms,medium,2,bank_statement,1,0,0,0,0,0,0,0
103018,A,email,high,5,both,1,0,0,0,0,0,0,0
103019,original,sms,low,1,bank_statement,1,0,1,0,0,0,0,0
103020,B,sms,high,2,bank_statement,1,0,0,1,1,0,0,0
103021,original,sms,low,1,paystub,1,1,0,0,0,0,0,0
103022,A,email,medium,2,both,1,0,0,0,0,0,0,0
103023,B,sms,low,5,both,1,0,0,0,0,0,0,0
103024,original,email,low,4,both,1,1,0,1,0,0,0,0
103025,original,sms,low,4,paystub,1,0,0,0,0,0,0,0
103026,A,email,high,2,bank_statement,1,0,0,1,0,0,0,0
103027,B,sms,high,5,bank_statement,1,0,0,0,0,0,0,0
103028,A,sms,low,2,paystub,1,0,0,1,0,0,0,0
103029,B,sms,high,1,both,1,0,0,0,0,0,0,0
103030,A,sms,medium,3,paystub,1,0,0,1,1,0,0,0
103031,original,sms,high,2,paystub,1,1,0,1,1,0,0,0
103032,A,email,low,1,bank_statement,1,0,1,0,0,0,0,0
103033,B,sms,low,5,paystub,1,0,0,0,0,0,0,0
103034,original,email,medium,3,both,1,0,0,0,0,0,0,0
103035,original,sms,low,5,bank_statement,1,0,1,0,0,0,0,0
103036,original,email,medium,3,bank_statement,1,1,0,0,0,0,0,0
103037,A,sms,low,1,bank_statement,1,1,1,0,0,0,0,0
103038,B,sms,low,1,paystub,1,0,0,0,0,0,0,0
103039,original,email,low,5,both,1,0,0,1,0,0,0,0
103040,A,sms,high,1,both,1,0,0,0,0,0,0,0
103041,original,sms,low,3,bank_statement,1,0,0,0,0,0,0,0
103042,B,sms,low,2,both,1,0,0,0,0,0,0,0
103043,original,sms,medium,3,bank_statement,1,0,0,1,1,0,0,0
103044,A,sms,medium,2,bank_statement,1,0,0,1,1,0,0,0
103045,B,email,medium,1,both,1,0,0,0,0,0,0,1
103046,B,sms,medium,3,bank_statement,1,0,0,0,0,0,0,0
103047,A,sms,low,2,bank_statement,1,0,1,1,0,0,0,0
103048,A,sms,low,3,paystub,1,0,0,0,0,0,0,0
103049,A,sms,medium,4,bank_statement,1,0,0,0,0,0,0,0
103050,original,sms,high,3,both,1,0,0,0,0,0,0,0
103051,original,email,medium,2,bank_statement,1,0,0,1,0,0,0,0
103052,A,email,low,3,paystub,1,0,1,0,0,0,0,0
103053,original,sms,low,5,bank_statement,1,0,0,0,0,0,0,0
103054,original,email,low,3,bank_statement,1,0,0,0,0,0,0,0
103055,A,sms,medium,3,paystub,1,0,0,1,0,0,0,0
103056,B,email,low,4,both,1,1,0,1,0,0,0,0
103057,A,sms,low,4,both,1,1,0,0,0,0,0,0
103058,original,sms,low,2,bank_statement,1,0,0,0,0,0,0,0
103059,original,sms,medium,5,paystub,1,0,0,0,0,0,0,0
103060,B,sms,low,1,bank_statement,1,0,0,0,0,0,0,0
103061,original,sms,medium,5,paystub,1,0,0,0,0,0,0,0
103062,original,sms,medium,1,bank_statement,0,0,0,0,0,0,0,0
103063,A,sms,low,2,paystub,1,1,0,0,0,0,0,1
103064,A,sms,medium,4,bank_statement,1,0,0,0,0,0,0,0
103065,A,sms,low,1,paystub,1,0,0,1,0,0,0,0
103066,original,sms,low,1,both,1,0,1,1,1,0,0,1
103067,original,sms,medium,3,both,1,1,0,0,0,0,0,0
103068,B,sms,medium,3,both,1,0,0,0,0,0,0,0
103069,original,sms,medium,1,paystub,1,0,0,0,0,0,0,1
103070,B,email,medium,2,paystub,1,0,0,0,0,0,0,0
103071,B,email,high,2,bank_statement,1,0,0,0,0,0,0,0
103072,A,sms,low,2,paystub,1,0,1,0,0,0,0,0
103073,original,sms,medium,2,paystub,1,0,0,0,0,0,0,0
103074,original,sms,medium,1,bank_statement,1,0,0,0,0,0,0,0
103075,A,email,low,2,bank_statement,1,0,0,0,0,0,0,0
103076,B,sms,low,3,paystub,1,1,0,0,0,0,0,0
103077,B,sms,medium,4,bank_statement,1,0,0,1,0,0,0,0
103078,original,sms,low,3,bank_statement,1,0,0,1,0,0,0,0
103079,original,sms,low,1,paystub,1,0,0,0,0,0,0,0
103080,B,sms,medium,3,both,1,0,0,0,0,0,0,0
103081,B,sms,high,4,paystub,1,0,0,0,0,0,0,0
103082,B,sms,high,2,paystub,1,0,0,0,0,0,0,0
103083,original,sms,low,2,paystub,1,0,1,0,0,0,0,0
103084,A,sms,medium,5,paystub,1,0,0,0,0,0,0,0
103085,B,sms,low,3,both,1,1,0,0,0,0,0,0
103086,B,sms,low,4,paystub,1,0,1,0,0,0,0,0
103087,A,email,medium,3,bank_statement,1,0,0,0,0,0,0,0
103088,original,sms,low,1,bank_statement,1,0,0,0,0,0,0,0
103089,A,sms,low,2,bank_statement,1,0,0,0,0,0,0,0
103090,original,sms,high,3,both,1,0,0,0,0,0,0,0
103091,A,sms,high,2,both,1,0,0,0,0,0,0,0
103092,B,sms,medium,2,paystub,1,0,0,0,0,0,0,0
103093,A,sms,high,1,both,1,0,0,0,0,0,0,1
103094,B,sms,medium,4,bank_statement,1,0,0,0,0,0,0,0
103095,original,sms,low,4,paystub,1,1,0,1,0,0,0,0
103096,B,sms,medium,2,bank_statement,1,0,0,0,0,0,0,0
103097,B,sms,low,3,both,1,1,0,0,0,0,0,0
103098,original,sms,low,1,paystub,1,1,0,0,0,0,0,0
103099,original,sms,high,2,both,1,0,0,0,0,0,0,0
103100,A,sms,medium,2,paystub,1,0,0,1,0,0,0,0
103101,original,sms,low,3,paystub,1,1,0,0,0,0,0,0
103102,B,sms,low,2,both,1,0,0,1,0,0,0,0
103103,B,sms,low,2,bank_statement,1,0,1,0,0,0,0,0
103104,A,sms,high,2,paystub,1,0,0,0,0,0,0,0
103105,original,email,medium,1,bank_statement,1,0,0,0,0,0,0,0
103106,A,email,medium,5,both,1,0,0,0,0,0,0,0
103107,B,sms,medium,1,bank_statement,1,0,0,0,0,0,0,0
103108,original,sms,medium,2,paystub,1,0,0,0,0,0,0,0
103109,A,sms,medium,2,bank_statement,1,0,0,0,0,0,0,0
103110,A,sms,medium,2,both,1,1,1,0,0,0,0,0
103111,A,email,high,3,bank_statement,1,0,0,0,0,0,0,0
103112,original,email,high,2,bank_statement,1,0,0,0,0,0,0,0
103113,B,email,high,2,both,1,0,0,1,1,0,0,0
103114,original,sms,medium,1,paystub,1,0,1,0,0,0,0,0
103115,original,sms,high,1,bank_statement,1,0,0,1,0,0,0,0
103116,B,email,low,2,paystub,1,0,0,1,1,0,0,0
103117,B,sms,high,4,paystub,1,0,0,0,0,0,0,0
103118,original,email,high,1,paystub,1,0,0,1,0,0,0,0
103119,original,sms,high,3,both,1,0,0,0,0,0,0,1
103120,original,sms,high,4,paystub,1,0,0,0,0,0,0,0
103121,original,sms,low,2,paystub,1,0,0,0,0,0,0,0
103122,original,sms,low,3,paystub,1,0,0,0,0,0,0,0
103123,original,sms,low,3,paystub,1,0,0,0,0,0,0,0
103124,A,sms,medium,3,bank_statement,1,0,0,0,0,0,0,0
103125,B,sms,low,4,both,1,1,0,0,0,0,0,0
103126,A,sms,medium,2,paystub,1,0,0,0,0,0,0,0
103127,B,sms,medium,1,paystub,1,1,0,0,0,0,0,0
103128,original,sms,medium,2,bank_statement,1,0,0,0,0,0,0,0
103129,B,email,high,1,bank_statement,1,0,0,0,0,0,0,0
103130,B,sms,medium,2,bank_statement,1,0,0,0,0,0,0,0
103131,B,sms,medium,4,paystub,1,0,0,0,0,0,0,0
103132,B,email,medium,2,both,1,0,0,0,0,0,0,0
103133,B,email,high,2,bank_statement,1,0,0,0,0,0,0,0
103134,A,sms,low,2,bank_statement,1,1,0,0,0,0,0,0
103135,original,email,low,2,paystub,1,0,0,0,0,0,0,0
103136,A,sms,high,1,paystub,1,0,0,0,0,0,0,0
103137,B,sms,medium,4,both,1,1,0,0,0,0,0,0
103138,B,sms,medium,5,paystub,1,0,0,0,0,0,0,0
103139,A,sms,medium,2,paystub,1,0,0,0,0,0,0,0
103140,original,email,low,1,bank_statement,1,0,0,0,0,0,0,0
103141,A,email,medium,4,bank_statement,1,0,0,0,0,0,0,0
103142,B,email,low,4,bank_statement,1,0,0,0,0,0,0,0
103143,A,email,medium,5,bank_statement,1,0,0,0,0,0,0,0
103144,A,sms,medium,3,bank_statement,1,0,0,1,0,0,0,0
103145,original,sms,medium,2,bank_statement,1,0,0,0,0,0,0,0
103146,A,email,medium,3,both,1,0,0,1,0,0,0,0
103147,B,email,high,1,bank_statement,1,0,0,0,0,0,0,0
103148,A,email,medium,3,bank_statement,1,0,0,1,1,0,0,0
103149,B,email,high,3,paystub,1,0,0,0,1,0,0,0
103150,A,sms,medium,3,both,1,1,0,0,0,0,0,0
103151,A,email,medium,3,paystub,1,0,0,0,0,0,0,0
103152,original,email,low,3,bank_statement,1,0,0,0,0,0,0,0
103153,B,email,low,3,paystub,1,0,0,0,0,0,0,0
103154,A,sms,medium,1,bank_statement,1,0,1,0,0,0,0,0
103155,A,sms,low,4,paystub,1,0,0,0,0,0,0,0
103156,A,sms,medium,3,bank_statement,1,0,0,0,0,0,0,0
103157,B,sms,medium,3,paystub,1,0,0,0,0,0,0,0
103158,original,sms,high,2,bank_statement,1,0,0,0,0,0,0,0
103159,B,sms,high,5,both,1,0,0,0,0,0,0,0
103160,original,sms,low,2,paystub,1,1,0,1,0,0,0,0
103161,A,sms,low,3,paystub,1,0,0,0,0,0,0,0
103162,original,sms,medium,5,bank_statement,1,0,0,0,0,0,0,0
103163,original,sms,low,5,both,1,1,0,0,0,0,0,0
103164,A,sms,low,3,paystub,1,1,1,0,0,0,0,0
103165,original,sms,high,1,paystub,1,0,0,0,0,0,0,0
103166,A,sms,high,5,bank_statement,1,0,0,0,0,0,0,0
103167,B,sms,medium,5,paystub,1,1,0,0,0,0,0,0
103168,original,sms,medium,1,bank_statement,1,0,0,0,0,0,0,0
103169,B,sms,low,2,both,1,1,0,0,0,0,0,0
103170,A,email,medium,2,paystub,1,0,0,0,0,0,0,0
103171,A,sms,medium,1,bank_statement,1,0,0,0,1,0,0,0
103172,original,sms,medium,1,bank_statement,1,0,0,0,0,0,0,0
103173,original,email,low,2,both,1,0,0,0,0,0,0,0
103174,original,sms,high,5,both,1,0,0,0,0,0,0,0
103175,original,email,medium,1,bank_statement,1,0,0,0,0,0,0,0
103176,original,email,medium,5,bank_statement,1,0,0,1,0,0,0,0
103177,A,sms,high,4,bank_statement,1,0,0,0,0,0,0,0
103178,B,sms,low,4,paystub,1,0,0,0,0,0,0,0
103179,B,sms,low,2,paystub,1,0,0,0,1,0,0,0
103180,B,sms,high,2,both,1,1,0,0,0,0,0,0
103181,original,sms,high,2,bank_statement,1,0,0,0,0,0,0,0
103182,original,sms,medium,5,paystub,1,0,0,1,1,0,0,0
103183,original,email,low,2,both,1,0,0,0,0,0,0,0
103184,original,sms,medium,1,bank_statement,1,0,0,0,0,0,0,0
103185,A,sms,low,2,paystub,1,0,1,0,0,0,0,0
103186,A,sms,medium,2,paystub,1,0,1,0,0,0,0,1
103187,A,sms,low,5,paystub,1,0,0,0,0,0,0,0
103188,A,sms,high,3,both,1,1,0,0,0,0,0,0
103189,B,sms,medium,3,both,1,0,0,0,0,0,0,0
103190,B,sms,high,1,paystub,1,0,0,0,0,0,0,0
103191,original,email,low,4,both,1,0,0,0,0,0,0,0
103192,B,sms,low,2,bank_statement,1,1,0,1,0,1,0,0
103193,B,sms,high,5,bank_statement,1,0,0,1,0,0,0,0
103194,original,sms,low,2,paystub,1,0,0,0,0,0,0,0
103195,A,sms,medium,3,bank_statement,1,0,0,0,0,0,0,0
103196,A,sms,low,2,paystub,1,0,0,1,1,0,0,0
103197,B,email,medium,1,paystub,1,0,0,0,0,0,0,0
103198,B,email,low,2,paystub,1,1,0,0,0,0,0,0
103199,original,sms,low,1,paystub,1,0,0,1,1,0,0,0
103200,A,sms,medium,2,both,1,0,0,0,0,0,0,0
103201,A,sms,low,3,both,1,0,0,1,1,0,0,0
103202,A,sms,low,1,both,1,0,0,0,0,0,0,0
103203,original,sms,medium,2,paystub,1,0,0,1,0,0,0,0
103204,B,sms,medium,2,bank_statement,1,0,0,0,0,0,0,0
103205,B,sms,low,2,bank_statement,1,1,0,0,0,0,0,0
103206,B,sms,medium,1,paystub,1,0,0,0,0,0,0,0
103207,B,email,high,2,paystub,1,0,0,0,0,0,0,0
103208,B,email,low,2,bank_statement,1,0,0,0,0,0,0,0
103209,A,sms,medium,2,paystub,1,0,0,0,0,0,0,0
103210,A,sms,medium,3,both,1,0,0,0,0,0,0,0
103211,original,email,low,1,bank_statement,1,0,0,0,0,0,0,0
103212,B,sms,low,5,paystub,1,0,0,0,0,0,0,0
103213,original,email,medium,5,bank_statement,1,0,0,0,0,0,0,0
103214,B,sms,medium,3,paystub,1,0,0,0,0,0,0,0
103215,original,sms,low,2,paystub,1,0,0,0,0,0,0,0
103216,original,sms,high,3,paystub,1,0,0,0,0,0,0,0
103217,original,email,medium,3,both,1,0,0,0,0,0,0,0
103218,original,sms,low,2,paystub,1,1,0,0,0,0,0,0
103219,B,sms,medium,2,bank_statement,1,0,0,0,0,0,0,0
103220,B,sms,high,1,paystub,1,1,0,0,0,0,0,0
103221,A,email,low,1,paystub,0,0,0,0,0,0,0,0
103222,original,email,medium,3,paystub,1,0,0,0,0,0,0,0
103223,original,email,medium,4,bank_statement,1,0,0,0,0,0,0,0
103224,original,email,low,2,bank_statement,1,0,0,0,0,0,0,0
103225,original,sms,low,1,bank_statement,1,0,0,0,0,0,0,0
103226,B,sms,low,1,paystub,1,0,0,0,0,0,0,0
103227,original,sms,low,2,paystub,1,0,0,1,0,0,0,0
103228,A,sms,low,1,bank_statement,1,0,0,0,0,0,0,0
103229,original,email,high,2,paystub,1,0,0,0,0,0,0,0
103230,original,email,high,1,paystub,1,0,0,0,0,1,0,0
103231,A,sms,low,3,paystub,1,0,0,1,1,0,0,0
103232,A,sms,low,3,bank_statement,1,0,0,1,0,0,0,0
103233,original,email,low,5,bank_statement,1,0,0,0,1,0,0,0
103234,original,sms,low,3,paystub,1,0,0,0,0,0,0,0
103235,A,sms,low,1,bank_statement,1,0,0,0,0,0,0,0
103236,original,sms,low,4,bank_statement,1,0,0,0,0,0,0,0
103237,original,sms,high,1,paystub,1,0,0,0,0,0,0,0
103238,B,sms,low,3,paystub,1,1,0,0,0,0,0,0
103239,A,sms,medium,1,bank_statement,1,0,1,0,0,0,0,0
103240,A,sms,low,1,bank_statement,1,1,0,0,0,0,0,0
103241,A,email,low,2,paystub,1,0,0,0,0,0,0,0
103242,A,sms,high,1,bank_statement,1,0,0,0,0,0,0,0
103243,A,sms,low,2,bank_statement,1,0,0,1,1,0,0,0
103244,B,email,high,2,both,1,0,0,0,1,0,0,0
103245,B,sms,low,4,paystub,1,0,0,0,0,0,0,0
103246,original,sms,medium,2,paystub,1,0,0,0,0,0,0,0
103247,A,email,high,2,bank_statement,1,0,0,0,0,0,0,0
103248,A,sms,low,4,bank_statement,0,0,0,0,0,0,0,0
103249,B,email,low,1,paystub,1,0,0,0,0,0,0,0
103250,A,sms,medium,4,bank_statement,1,0,0,0,0,0,0,0
103251,A,sms,low,4,bank_statement,1,0,0,0,0,0,0,0
103252,original,sms,medium,5,bank_statement,1,1,0,0,0,0,0,0
103253,A,sms,low,2,paystub,1,1,0,1,0,0,0,0
103254,original,email,low,2,bank_statement,1,0,0,1,1,0,0,0
103255,A,sms,low,3,bank_statement,1,0,0,1,1,0,0,0
103256,original,email,high,1,paystub,1,0,0,0,0,0,0,0
103257,B,email,low,1,paystub,1,0,0,0,0,0,0,0
103258,original,sms,low,2,paystub,1,0,0,0,0,0,0,0
103259,A,email,medium,3,bank_statement,1,0,0,0,0,0,0,0
103260,B,sms,low,1,paystub,1,0,0,0,0,0,0,0
103261,original,sms,low,3,both,1,0,0,1,0,0,0,0
103262,A,email,low,2,both,1,0,0,0,0,0,0,0
103263,A,sms,medium,3,both,1,0,0,0,0,0,0,0
103264,original,sms,medium,2,bank_statement,1,0,0,1,1,0,0,0
103265,B,sms,low,1,both,1,1,0,1,1,0,0,0
103266,original,sms,low,1,paystub,1,0,0,0,1,0,0,0
103267,A,sms,medium,1,bank_statement,1,0,0,0,0,0,0,0
103268,A,sms,medium,1,paystub,1,0,0,0,1,0,0,0
103269,A,sms,low,2,paystub,1,0,0,0,0,0,0,0
103270,B,sms,low,5,paystub,1,0,0,0,0,0,0,0
103271,original,sms,low,3,bank_statement,1,0,0,0,0,0,0,0
103272,original,sms,medium,4,paystub,1,0,0,0,0,0,0,0
103273,B,sms,high,5,bank_statement,1,0,0,0,1,0,0,0
103274,A,email,low,2,both,1,0,1,0,0,0,0,0
103275,B,sms,low,1,paystub,1,0,1,0,0,0,0,0
103276,B,sms,low,5,bank_statement,1,0,0,0,0,0,0,0
103277,B,sms,low,3,bank_statement,1,1,0,0,0,0,0,0
103278,A,sms,low,5,paystub,1,0,0,0,0,0,0,0
103279,A,sms,high,3,both,1,0,0,1,0,0,0,0
103280,B,email,low,4,both,1,1,0,0,0,0,0,0
103281,A,email,medium,4,paystub,1,0,0,0,0,0,0,0
103282,original,email,low,4,paystub,1,0,0,0,0,0,0,0
103283,B,email,high,3,both,1,0,0,0,0,0,0,0
103284,B,sms,medium,2,both,1,1,1,1,1,0,0,0
103285,A,sms,low,4,bank_statement,1,0,0,1,1,0,0,0
103286,original,email,high,4,paystub,1,0,0,0,0,0,0,0
103287,A,sms,low,2,bank_statement,1,1,1,0,0,0,0,0
103288,B,email,medium,2,paystub,1,1,0,0,0,0,0,0
103289,B,email,high,3,both,1,0,0,0,0,0,0,0
103290,original,email,low,1,both,1,0,0,0,0,0,0,0
103291,original,sms,medium,1,bank_statement,1,0,0,0,0,0,0,0
103292,B,email,high,2,paystub,1,0,0,1,1,0,0,0
103293,A,sms,high,4,bank_statement,1,0,0,0,0,0,0,0
103294,A,sms,medium,2,paystub,1,1,0,0,0,0,0,0
103295,B,sms,low,2,paystub,1,0,0,1,1,0,0,0
103296,original,email,medium,4,bank_statement,1,0,0,1,0,0,0,0
103297,A,email,medium,2,bank_statement,1,0,0,0,0,0,0,0
103298,original,sms,medium,1,both,1,0,0,0,0,0,0,0
103299,A,sms,high,5,both,1,0,0,0,0,0,0,1
103300,B,sms,low,3,paystub,1,0,0,1,1,0,0,0
103301,A,email,low,1,bank_statement,1,0,0,0,0,0,0,0
103302,B,sms,medium,4,bank_statement,1,0,0,0,0,0,0,0
103303,A,sms,high,4,paystub,1,0,0,0,0,0,0,0
103304,original,sms,medium,4,bank_statement,1,0,0,0,0,0,0,1
103305,original,sms,high,2,bank_statement,1,0,0,0,0,0,0,0
103306,A,sms,high,2,both,1,0,0,0,0,0,0,0
103307,A,sms,high,3,bank_statement,1,0,0,0,0,0,0,0
103308,original,email,high,2,paystub,1,0,0,0,0,0,0,0
103309,A,email,high,1,paystub,1,0,0,0,0,0,0,0
103310,A,sms,high,1,paystub,1,0,0,0,0,0,0,0
103311,B,email,medium,3,paystub,1,0,0,0,0,0,0,0
103312,A,sms,low,2,bank_statement,1,1,0,0,0,0,0,0
103313,B,sms,low,1,paystub,1,1,0,0,0,0,0,0
103314,original,sms,low,4,both,0,0,0,0,0,0,0,0
103315,original,sms,low,2,paystub,1,0,0,1,1,0,0,0
103316,A,email,low,2,bank_statement,1,0,0,0,0,0,0,0
103317,A,sms,high,3,paystub,1,0,0,0,0,0,0,0
103318,original,sms,medium,2,bank_statement,1,0,0,0,0,0,0,0
103319,B,email,low,3,paystub,1,0,0,0,0,0,0,0
103320,B,sms,medium,1,paystub,1,0,0,1,1,0,0,0
103321,A,email,medium,1,bank_statement,1,0,0,0,0,0,0,0
103322,original,email,low,3,bank_statement,1,0,0,0,0,0,0,0
103323,B,sms,high,5,bank_statement,1,0,0,0,1,0,0,0
103324,A,email,low,2,bank_statement,1,0,0,0,0,0,0,0
103325,B,sms,medium,3,both,1,0,0,0,0,0,0,1
103326,B,sms,low,1,both,1,0,0,1,0,0,0,0
103327,B,sms,medium,2,bank_statement,1,0,0,0,0,0,0,0
103328,A,sms,high,1,paystub,1,0,0,1,0,0,0,0
103329,original,email,low,4,both,1,0,0,0,0,0,0,0
103330,B,sms,high,2,both,1,0,0,0,0,0,0,0
103331,A,sms,low,1,bank_statement,1,0,0,0,0,0,0,0
103332,B,email,medium,3,bank_statement,1,0,0,0,0,0,0,0
103333,original,sms,high,1,paystub,1,0,0,0,0,0,0,0
103334,original,sms,high,1,both,1,0,0,0,0,0,0,0
103335,B,sms,low,1,both,1,0,0,0,0,1,0,0
103336,B,email,low,5,bank_statement,1,1,0,0,0,0,0,0
103337,B,sms,medium,1,bank_statement,1,1,0,0,0,0,0,0
103338,B,sms,low,5,paystub,1,0,0,0,0,0,0,0
103339,A,sms,medium,1,paystub,1,0,0,0,0,0,0,0
103340,A,sms,medium,1,bank_statement,1,0,0,0,0,0,0,0
103341,B,email,medium,4,paystub,1,0,0,1,0,0,0,0
103342,A,sms,low,3,bank_statement,1,0,0,0,0,0,0,0
103343,A,sms,medium,2,both,1,0,0,0,0,0,0,0
103344,original,sms,high,2,paystub,1,0,0,0,0,0,0,0
103345,A,email,medium,2,paystub,1,0,0,0,0,0,0,0
103346,B,email,medium,3,both,1,0,0,0,0,0,0,0
103347,original,sms,low,3,paystub,1,0,0,0,0,0,0,0
103348,original,sms,low,1,paystub,1,1,0,0,0,0,0,0
103349,original,sms,low,5,bank_statement,1,0,0,0,0,0,0,0
103350,original,sms,medium,2,both,1,0,0,0,0,0,0,0
103351,original,sms,low,1,both,1,0,0,0,0,0,0,0
103352,A,sms,medium,2,bank_statement,1,0,1,1,1,0,0,0
103353,B,sms,medium,4,bank_statement,1,0,0,0,0,0,0,0
103354,A,email,medium,2,both,1,0,0,0,0,0,0,0
103355,original,sms,low,3,bank_statement,1,1,0,0,0,0,0,0
103356,original,email,medium,5,bank_statement,1,0,0,0,0,0,0,0
103357,B,sms,medium,3,bank_statement,1,0,0,0,0,0,0,0
103358,A,email,low,3,paystub,1,0,0,0,0,0,0,0
103359,B,sms,low,1,bank_statement,1,0,0,1,1,0,0,0
103360,A,sms,medium,3,paystub,1,1,0,0,0,0,0,0
103361,B,email,low,2,paystub,1,0,0,0,0,0,0,0
103362,original,sms,low,5,both,1,1,0,0,0,0,0,0
103363,B,sms,low,1,paystub,1,1,0,1,1,0,0,0
103364,original,sms,low,2,paystub,1,0,0,0,0,0,0,0
103365,B,email,high,1,paystub,1,0,0,0,0,0,0,0
103366,A,sms,medium,2,bank_statement,1,0,0,1,1,0,0,0
103367,original,email,medium,1,both,1,0,0,0,0,0,0,0
103368,original,sms,high,4,both,1,1,0,0,0,0,0,0
103369,original,sms,medium,5,both,1,0,0,0,0,0,0,0
103370,B,sms,medium,3,both,1,0,0,1,1,0,0,0
103371,original,sms,low,1,both,1,0,1,1,1,0,0,0
103372,A,sms,medium,2,paystub,1,0,0,0,0,0,0,0
103373,original,sms,low,5,bank_statement,1,0,0,0,0,0,0,0
103374,A,sms,low,1,paystub,0,0,0,0,0,0,0,0
103375,B,sms,low,3,paystub,1,1,0,0,0,0,0,0
103376,B,sms,low,2,bank_statement,1,1,0,0,1,0,0,0
103377,B,email,low,5,bank_statement,0,0,0,0,0,0,0,0
103378,original,email,low,2,bank_statement,1,0,0,0,0,0,0,0
103379,original,email,high,1,paystub,1,0,0,0,0,0,0,0
103380,B,sms,low,3,paystub,1,0,0,0,0,0,0,0
103381,A,email,high,2,paystub,1,0,0,0,0,0,0,0
103382,A,sms,medium,3,both,1,0,0,0,0,0,0,0
103383,original,sms,medium,1,bank_statement,1,0,1,1,0,0,0,0
103384,original,email,low,2,both,1,0,0,0,0,0,0,0
103385,original,email,high,2,both,1,0,0,0,0,0,1,0
103386,B,sms,low,2,bank_statement,1,0,0,0,0,0,0,0
103387,original,sms,medium,4,paystub,1,0,0,0,0,0,0,0
103388,A,sms,medium,5,bank_statement,1,0,0,0,0,0,0,0
103389,original,sms,low,4,bank_statement,1,0,0,0,0,0,0,0
103390,B,email,low,4,bank_statement,1,0,0,0,0,0,0,0
103391,original,sms,low,2,paystub,1,0,0,0,0,0,0,0
103392,B,email,high,1,bank_statement,1,0,0,0,0,0,0,0
103393,B,sms,high,3,paystub,1,0,0,0,0,0,0,0
103394,original,email,high,1,both,1,0,0,1,0,0,0,0
103395,B,email,low,1,bank_statement,1,0,0,0,0,0,0,0
103396,B,sms,low,3,paystub,1,0,0,0,0,0,0,0
103397,B,sms,low,3,paystub,1,0,1,0,1,0,0,0
103398,B,email,high,2,bank_statement,1,0,0,0,0,0,0,0
103399,original,sms,low,4,bank_statement,1,0,0,0,0,0,0,0
103400,A,sms,low,5,bank_statement,1,0,0,0,0,0,0,0
103401,original,sms,high,2,bank_statement,1,0,0,0,0,0,0,0
103402,original,sms,medium,3,bank_statement,1,0,0,0,0,0,0,0
103403,B,email,medium,2,paystub,1,0,0,1,1,0,0,0
103404,original,sms,low,5,both,1,0,0,0,0,0,0,0
103405,B,email,medium,2,bank_statement,1,0,0,1,0,0,0,0
103406,B,sms,high,4,paystub,1,0,0,0,0,0,0,0
103407,B,email,medium,5,paystub,1,0,0,0,0,0,0,0
103408,B,sms,low,3,paystub,1,1,1,1,1,0,0,0
103409,original,sms,low,4,paystub,1,0,0,0,0,0,0,0
103410,original,sms,low,2,bank_statement,1,0,1,1,1,0,0,0
103411,A,email,medium,5,paystub,1,0,0,0,1,0,0,0
103412,original,sms,low,3,both,1,0,0,0,0,0,0,0
103413,original,email,medium,2,bank_statement,1,0,0,0,0,0,0,0
103414,A,sms,medium,1,paystub,1,0,0,0,0,0,0,1
103415,B,sms,medium,2,paystub,1,0,0,0,0,0,0,0
103416,A,email,low,4,bank_statement,1,0,0,0,0,0,0,0
103417,original,sms,medium,4,paystub,1,0,0,0,0,0,0,0
103418,A,sms,medium,4,paystub,1,0,0,1,0,0,0,0
103419,original,sms,low,1,paystub,1,0,0,0,0,0,0,0
103420,original,sms,high,2,paystub,0,0,0,0,1,0,0,0
103421,B,sms,low,3,paystub,1,0,0,0,0,0,0,0
